corrected_grade,COURSE_NAME,COURSE_NUMBER,grade_type,inc_ovrdue?,inc_pfa?,inc_project?,LETTER_GRADE,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
I,DE-English 7,B007,project,TRUE,FALSE,FALSE,I,50822 B007,50822,33,84,,1,83,100
I,DE-Math 7,C007,project,FALSE,TRUE,FALSE,I,50822 C007,50822,0,78,76,0,72,85
A,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,A,50822 D007,50822,66,94,,0,93,100
,DE-Intro to Comp Sci (MS),I1107,pnp_elec,FALSE,FALSE,FALSE,N/A,50822 I1107,50822,100,,,0,,100
,"3D Design, Printing & Computing (MS-E)",i1899,project,FALSE,FALSE,FALSE,,50822 i1899,50822,,,,0,,
A+,DE-Modern World 2,A200,project,FALSE,FALSE,FALSE,A+,50825 A200,50825,100,97,,0,98,100
A+,DE-English 10,B200,project,FALSE,FALSE,FALSE,A+,50825 B200,50825,100,100,,0,100,100
B+,DE-Math III,C320,project,FALSE,FALSE,FALSE,B+,50825 C320,50825,87,,84,0,89,100
A+,DE-Physics,D300,project,FALSE,FALSE,FALSE,A+,50825 D300,50825,100,98,,0,99,100
A+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A+,50825 E100,50825,100,,,0,97,100
F,Intro to Programming,G103,a_f_elec,TRUE,FALSE,FALSE,I,50825 G103,50825,0,82,,2,78,100
P,Psychology Exploration - DE,I1103,pnp_elec,FALSE,FALSE,FALSE,A-,50825 I1103,50825,0,100,,0,91,100
A+,DE-Medieval History,A007,project,FALSE,FALSE,FALSE,A+,50826 A007,50826,71,100,,0,97,100
A+,DE-English 7,B007,project,FALSE,FALSE,FALSE,A+,50826 B007,50826,100,98,,0,99,100
A+,DE-Math 7,C007,project,FALSE,FALSE,FALSE,A+,50826 C007,50826,100,100,94,0,98,100
A+,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,A+,50826 D007,50826,100,97,,0,98,100
P,DE-Drama (MS),I007,pnp_elec,FALSE,FALSE,FALSE,A-,50826 I007,50826,100,,,0,90,100
,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,,50826 I023,50826,,,,0,,
C+,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,C+,50827 A100,50827,0,80,,0,77,100
B-,DE-English 9,B100,project,FALSE,FALSE,FALSE,B-,50827 B100,50827,0,84,,0,80,100
I,DE-Math I,C120,project,FALSE,TRUE,FALSE,I,50827 C120,50827,0,,75,0,70,88
C+,DE-Biology,D100,project,FALSE,FALSE,FALSE,C+,50827 D100,50827,0,81,,0,78,100
I,DE-Spanish 1,E100,project,TRUE,TRUE,FALSE,I,50827 E100,50827,0,,,1,75,90
F,Exploring Music,F512,a_f_elec,TRUE,TRUE,TRUE,I,50827 F512,50827,0,33,,2,40,80
NP,Psychology Exploration - DE,I1103,pnp_elec,TRUE,TRUE,FALSE,I,50827 I1103,50827,0,76,,1,53,0
A+,DE-Modern World 2,A200,project,FALSE,FALSE,FALSE,A+,50829 A200,50829,100,97,,0,98,100
A+,DE-English 10,B200,project,FALSE,FALSE,FALSE,A+,50829 B200,50829,100,96,,0,97,100
A,DE-Math II,C220,project,FALSE,FALSE,FALSE,A,50829 C220,50829,80,85,99,0,93,100
A,DE-Physics,D300,project,FALSE,FALSE,FALSE,A,50829 D300,50829,57,96,,0,93,100
A-,DE-Spanish 2,E200,project,FALSE,FALSE,FALSE,A-,50829 E200,50829,40,,,0,92,100
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,50829 G102,50829,100,100,,0,100,100
I,Intro to Programming,G103,a_f_elec,FALSE,TRUE,FALSE,I,50829 G103,50829,0,89,,0,79,80
A-,DE-Medieval History,A007,project,FALSE,FALSE,FALSE,A-,50834 A007,50834,14,100,,0,92,100
B+,DE-English 7,B007,project,FALSE,FALSE,FALSE,B+,50834 B007,50834,33,93,,0,89,100
A,DE-Math 7,C007,project,FALSE,FALSE,FALSE,A,50834 C007,50834,66,100,89,0,93,100
A-,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,A-,50834 D007,50834,33,95,,0,91,100
P,DE-Drama (MS),I007,pnp_elec,FALSE,FALSE,FALSE,B-,50834 I007,50834,100,,,0,80,100
,3-Dimensional Art & Design (MS-E),I1900,pnp_elec,FALSE,FALSE,FALSE,,50834 I1900,50834,,,,0,,
B,DE-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,50836 A200,50836,7,88,,0,83,100
I,DE-English 10,B200,project,TRUE,TRUE,TRUE,I,50836 B200,50836,0,40,,2,46,87
C,DE-Math II,C220,project,FALSE,FALSE,FALSE,C,50836 C220,50836,0,70,83,0,75,100
I,DE-Physics,D300,project,TRUE,TRUE,TRUE,I,50836 D300,50836,0,63,,2,55,50
C+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,C+,50836 E100,50836,20,,,0,78,100
NP,Wilderness Perspectives,I108,pnp_elec,FALSE,TRUE,FALSE,I,50836 I108,50836,100,,,0,,66
A+,DE-Medieval History,A007,project,FALSE,FALSE,FALSE,A+,50837 A007,50837,85,100,,0,99,100
A,DE-English 7,B007,project,FALSE,FALSE,FALSE,A,50837 B007,50837,100,90,,0,93,100
A,DE-Math 7,C007,project,FALSE,FALSE,FALSE,A,50837 C007,50837,100,95,91,0,95,100
A,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,A,50837 D007,50837,100,93,,0,95,100
P,DE-Drama (MS),I007,pnp_elec,FALSE,FALSE,FALSE,A+,50837 I007,50837,100,,,0,100,100
,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,,50837 I023,50837,,,,0,,
A,DE-Medieval History,A007,project,FALSE,FALSE,FALSE,A,50838 A007,50838,100,93,,0,95,100
A,DE-English 7,B007,project,FALSE,FALSE,FALSE,A,50838 B007,50838,100,94,,0,96,100
A,DE-Math 7,C007,project,FALSE,FALSE,FALSE,A,50838 C007,50838,100,93,93,0,95,100
A,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,A,50838 D007,50838,100,93,,0,95,100
,App Development (MS-E),I0166,pnp_elec,FALSE,FALSE,FALSE,,50838 I0166,50838,,,,0,,
,DE-Intro to Comp Sci (MS),I1107,pnp_elec,FALSE,FALSE,FALSE,N/A,50838 I1107,50838,100,,,0,,100
I,DE-Medieval History,A007,project,TRUE,FALSE,FALSE,I,50839 A007,50839,14,79,,3,78,100
B-,DE-English 7,B007,project,FALSE,FALSE,FALSE,B-,50839 B007,50839,33,80,,0,80,100
B,DE-Math 7,C007,project,FALSE,FALSE,FALSE,B,50839 C007,50839,33,88,83,0,84,100
I,DE-Integrated Science 7,D007,project,TRUE,FALSE,FALSE,I,50839 D007,50839,0,89,,1,83,100
P,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,A+,50839 I023,50839,100,,,0,100,100
,3-Dimensional Art & Design (MS-E),I1900,pnp_elec,FALSE,FALSE,FALSE,,50839 I1900,50839,,,,0,,
B,DE-Medieval History,A007,project,FALSE,FALSE,FALSE,B,50841 A007,50841,0,88,,0,83,100
B,DE-English 7,B007,project,FALSE,FALSE,FALSE,B,50841 B007,50841,0,90,,0,84,100
B-,DE-Math 7,C007,project,FALSE,FALSE,FALSE,B-,50841 C007,50841,33,85,78,0,81,100
B-,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,B-,50841 D007,50841,0,87,,0,82,100
,DE-Intro to Comp Sci (MS),I1107,pnp_elec,FALSE,FALSE,FALSE,N/A,50841 I1107,50841,100,,,0,,100
,3-Dimensional Art & Design (MS-E),I1900,pnp_elec,FALSE,FALSE,FALSE,,50841 I1900,50841,,,,0,,
A,DE-Modern World 2,A200,project,FALSE,FALSE,FALSE,A,50842 A200,50842,50,96,,0,93,100
I,DE-English 10,B200,project,TRUE,TRUE,FALSE,I,50842 B200,50842,100,89,,2,87,75
C+,DE-Math II,C220,project,FALSE,FALSE,FALSE,C+,50842 C220,50842,0,82,80,0,78,100
I,DE-Physics,D300,project,TRUE,TRUE,FALSE,I,50842 D300,50842,0,81,,2,75,87
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,50842 G102,50842,100,100,,0,100,100
,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,N/A,50842 G1055,50842,100,,,0,,100
B-,DE-US History,A008,project,FALSE,FALSE,FALSE,B-,50843 A008,50843,0,87,,0,82,100
B,DE-English 8,B008,project,FALSE,FALSE,FALSE,B,50843 B008,50843,0,88,,0,83,100
A-,DE-Math 8,C008,project,FALSE,FALSE,FALSE,A-,50843 C008,50843,50,,94,0,90,100
B-,DE-Integrated Science 8,D008,project,FALSE,FALSE,FALSE,B-,50843 D008,50843,25,83,,0,81,100
P,DE-Drama (MS),I008,pnp_elec,FALSE,FALSE,FALSE,A+,50843 I008,50843,100,,,0,100,100
,"3D Design, Printing & Computing (MS-E)",i1899,project,FALSE,FALSE,FALSE,,50843 i1899,50843,,,,0,,
A,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A,50844 A100,50844,100,92,,0,94,100
A,DE-English 9,B100,project,FALSE,FALSE,FALSE,A,50844 B100,50844,100,91,,0,94,100
,DE-Math I Transcript Credit,C120,project,FALSE,FALSE,FALSE,N/A,50844 C120,50844,0,,,0,,100
B+,DE-Math II,C220,project,FALSE,FALSE,FALSE,B+,50844 C220,50844,60,78,93,0,87,100
A-,DE-Biology,D100,project,FALSE,FALSE,FALSE,A-,50844 D100,50844,100,89,,0,92,100
B+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,B+,50844 E100,50844,40,,,0,87,100
A-,Intermediate Visual Arts South Bay,F503,a_f_elec,FALSE,FALSE,FALSE,A-,50844 F503,50844,100,88,,0,92,100
F,Intro to Programming,G103,a_f_elec,TRUE,TRUE,FALSE,I,50844 G103,50844,0,70,,1,57,40
B,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,B,50846 A100,50846,63,80,,0,83,100
A,DE-English 9,B100,project,FALSE,FALSE,FALSE,A,50846 B100,50846,100,94,,0,96,100
A,DE-Math I,C120,project,FALSE,FALSE,FALSE,A,50846 C120,50846,80,,93,0,93,100
A-,DE-Biology,D100,project,FALSE,FALSE,FALSE,A-,50846 D100,50846,50,93,,0,91,100
B,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,B,50846 E100,50846,20,,,0,83,100
B,Intro to Programming,G103,a_f_elec,FALSE,FALSE,FALSE,B,50846 G103,50846,100,75,,0,83,100
P,Psychology Exploration - DE,I1103,pnp_elec,FALSE,FALSE,FALSE,B+,50846 I1103,50846,0,94,,0,87,100
B,DE-US History,A008,project,FALSE,FALSE,FALSE,B,50853 A008,50853,50,85,,0,85,100
B-,DE-English 8,B008,project,FALSE,FALSE,FALSE,B-,50853 B008,50853,0,86,,0,81,100
C+,DE-Math 8,C008,project,FALSE,FALSE,FALSE,C+,50853 C008,50853,0,,85,0,79,100
B-,DE-Integrated Science 8,D008,project,FALSE,FALSE,FALSE,B-,50853 D008,50853,25,83,,0,81,100
,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,,50853 I023,50853,,,,0,,
NP,DE-Intro to Comp Sci (MS),I1108,pnp_elec,FALSE,FALSE,FALSE,I,50853 I1108,50853,100,,,0,0,100
A+,DE-US History,A008,project,FALSE,FALSE,FALSE,A+,50854 A008,50854,100,100,,0,100,100
I,DE-English 8,B008,project,TRUE,FALSE,FALSE,I,50854 B008,50854,100,84,,1,89,100
A+,DE-Math 8,C008,project,FALSE,FALSE,FALSE,A+,50854 C008,50854,100,,100,0,100,100
A+,DE-Integrated Science 8,D008,project,FALSE,FALSE,FALSE,A+,50854 D008,50854,100,95,,0,97,100
P,DE-Intro to Design (MS),I024,pnp_elec,FALSE,FALSE,FALSE,C-,50854 I024,50854,100,,,0,70,100
,"3D Design, Printing & Computing (MS-E)",i1899,project,FALSE,FALSE,FALSE,,50854 i1899,50854,,,,0,,
B,DE-Modern World 2,A200,project,FALSE,FALSE,FALSE,B,50857 A200,50857,0,92,,0,85,100
A,DE-English 10,B200,project,FALSE,FALSE,FALSE,A,50857 B200,50857,50,97,,0,93,100
C+,DE-Math II,C220,project,FALSE,FALSE,FALSE,C+,50857 C220,50857,40,75,77,0,78,100
C+,DE-Physics,D300,project,FALSE,FALSE,FALSE,C+,50857 D300,50857,0,83,,0,79,100
B,DE-Spanish 2,E200,project,FALSE,FALSE,FALSE,B,50857 E200,50857,0,,,0,83,100
P,Internship,I139,pnp_elec,FALSE,FALSE,FALSE,B,50857 I139,50857,100,79,,0,85,100
I,DE-Modern World 2,A200,project,TRUE,FALSE,FALSE,I,50858 A200,50858,35,91,,1,88,100
I,DE-English 10,B200,project,TRUE,TRUE,FALSE,I,50858 B200,50858,50,87,,1,84,87
I,DE-Math II,C220,project,TRUE,FALSE,TRUE,I,50858 C220,50858,0,40,75,1,63,100
I,DE-Physics,D300,project,TRUE,TRUE,FALSE,I,50858 D300,50858,0,77,,2,72,87
B-,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,B-,50858 E100,50858,40,,,0,81,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,50858 G1055,50858,100,97,,0,98,100
NP,Psychology Exploration - DE,I1103,pnp_elec,TRUE,TRUE,FALSE,I,50858 I1103,50858,0,89,,1,69,33
A+,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A+,50859 A100,50859,100,96,,0,97,100
A+,DE-English 9,B100,project,FALSE,FALSE,FALSE,A+,50859 B100,50859,100,97,,0,98,100
,DE-Math I Transcript Credit,C120,project,FALSE,FALSE,FALSE,N/A,50859 C120,50859,100,,,0,,100
A,DE-Math II,C220,project,FALSE,FALSE,FALSE,A,50859 C220,50859,100,88,94,0,94,100
A+,DE-Biology,D100,project,FALSE,FALSE,FALSE,A+,50859 D100,50859,100,96,,0,97,100
A+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A+,50859 E100,50859,100,,,0,98,100
A,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A,50859 G102,50859,100,93,,0,95,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,50859 G1055,50859,100,100,,0,100,100
C,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,C,50860 A100,50860,0,75,,0,74,100
B-,DE-English 9,B100,project,FALSE,FALSE,FALSE,B-,50860 B100,50860,0,85,,0,81,100
I,DE-Math I,C120,project,FALSE,TRUE,FALSE,I,50860 C120,50860,0,,73,0,68,88
B-,DE-Biology,D100,project,FALSE,FALSE,FALSE,B-,50860 D100,50860,0,84,,0,80,100
F,Exploring Music,F512,a_f_elec,TRUE,FALSE,FALSE,I,50860 F512,50860,0,83,,1,79,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,50860 G1055,50860,100,100,,0,100,100
A+,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A+,50861 A100,50861,100,97,,0,98,100
A+,DE-English 9,B100,project,FALSE,FALSE,FALSE,A+,50861 B100,50861,100,95,,0,97,100
A+,DE-Math I,C120,project,FALSE,FALSE,FALSE,A+,50861 C120,50861,100,,94,0,97,100
A,DE-Biology,D100,project,FALSE,FALSE,FALSE,A,50861 D100,50861,100,93,,0,95,100
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,50861 G022,50861,100,100,,0,100,100
A+,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A+,50861 G102,50861,100,100,,0,100,100
A-,DE-US History,A008,project,FALSE,FALSE,FALSE,A-,50862 A008,50862,50,93,,0,91,100
I,DE-English 8,B008,project,TRUE,FALSE,FALSE,I,50862 B008,50862,100,79,,1,85,100
I,DE-Math 8,C008,project,FALSE,TRUE,FALSE,I,50862 C008,50862,33,,74,0,73,87
I,DE-Integrated Science 8,D008,project,TRUE,FALSE,FALSE,I,50862 D008,50862,100,83,,1,88,100
NP,DE-Intro to Comp Sci (MS),I1108,pnp_elec,FALSE,FALSE,FALSE,I,50862 I1108,50862,100,,,0,0,100
,"3D Design, Printing & Computing (MS-E)",i1899,project,FALSE,FALSE,FALSE,,50862 i1899,50862,,,,0,,
A,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A,50863 A100,50863,90,91,,0,93,100
A,DE-English 9,B100,project,FALSE,FALSE,FALSE,A,50863 B100,50863,100,91,,0,94,100
A,DE-Math I,C120,project,FALSE,FALSE,FALSE,A,50863 C120,50863,100,,88,0,93,100
A,DE-Biology,D100,project,FALSE,FALSE,FALSE,A,50863 D100,50863,100,92,,0,94,100
A-,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A-,50863 E100,50863,100,,,0,92,100
B+,Intermediate Visual Arts South Bay,F503,a_f_elec,FALSE,FALSE,FALSE,B+,50863 F503,50863,100,81,,0,87,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,50863 G1055,50863,100,95,,0,97,100
A-,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A-,50864 A100,50864,72,91,,0,91,100
A,DE-English 9,B100,project,FALSE,FALSE,FALSE,A,50864 B100,50864,100,94,,0,96,100
,DE-Math I Transcript Credit,C120,project,FALSE,FALSE,FALSE,N/A,50864 C120,50864,100,,,0,,100
A-,DE-Math II,C220,project,FALSE,FALSE,FALSE,A-,50864 C220,50864,60,85,95,0,90,100
A,DE-Biology,D100,project,FALSE,FALSE,FALSE,A,50864 D100,50864,100,93,,0,95,100
A,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A,50864 E100,50864,80,,,0,93,100
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,50864 G022,50864,100,100,,0,100,100
P,Game Programming - HS,I202,pnp_elec,FALSE,FALSE,FALSE,A,50864 I202,50864,100,93,,0,95,100
A+,DE-US History,A008,project,FALSE,FALSE,FALSE,A+,50865 A008,50865,100,100,,0,100,100
A,DE-English 8,B008,project,FALSE,FALSE,FALSE,A,50865 B008,50865,100,93,,0,95,100
A+,DE-Math 8,C008,project,FALSE,FALSE,FALSE,A+,50865 C008,50865,100,,100,0,100,100
A+,DE-Integrated Science 8,D008,project,FALSE,FALSE,FALSE,A+,50865 D008,50865,100,96,,0,97,100
,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,,50865 I023,50865,,,,0,,
NP,DE-Intro to Comp Sci (MS),I1108,pnp_elec,FALSE,FALSE,FALSE,I,50865 I1108,50865,100,,,0,0,100
A,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A,50866 A100,50866,100,91,,0,94,100
A,DE-English 9,B100,project,FALSE,FALSE,FALSE,A,50866 B100,50866,100,90,,0,93,100
A+,DE-Math I,C120,project,FALSE,FALSE,FALSE,A+,50866 C120,50866,100,,94,0,97,100
A-,DE-Biology,D100,project,FALSE,FALSE,FALSE,A-,50866 D100,50866,100,89,,0,92,100
A-,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A-,50866 E100,50866,100,,,0,92,100
A-,Intermediate Visual Arts South Bay,F503,a_f_elec,FALSE,FALSE,FALSE,A-,50866 F503,50866,100,85,,0,90,100
A,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A,50866 G102,50866,100,93,,0,95,100
A-,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A-,50867 A100,50867,27,95,,0,90,100
A+,DE-English 9,B100,project,FALSE,FALSE,FALSE,A+,50867 B100,50867,100,95,,0,97,100
B-,DE-Math I,C120,project,FALSE,FALSE,FALSE,B-,50867 C120,50867,40,,80,0,81,100
A,DE-Biology,D100,project,FALSE,FALSE,FALSE,A,50867 D100,50867,50,97,,0,93,100
B+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,B+,50867 E100,50867,40,,,0,88,100
A,Intermediate Visual Arts South Bay,F503,a_f_elec,FALSE,FALSE,FALSE,A,50867 F503,50867,100,91,,0,94,100
P,Game Programming - HS,I202,pnp_elec,FALSE,FALSE,FALSE,A-,50867 I202,50867,100,85,,0,90,100
A+,DE-US History,A008,project,FALSE,FALSE,FALSE,A+,50868 A008,50868,100,99,,0,99,100
I,DE-English 8,B008,project,TRUE,FALSE,FALSE,I,50868 B008,50868,100,96,,1,97,100
A+,DE-Math 8,C008,project,FALSE,FALSE,FALSE,A+,50868 C008,50868,100,,100,0,100,100
I,DE-Integrated Science 8,D008,project,TRUE,FALSE,FALSE,I,50868 D008,50868,100,94,,1,96,100
P,DE-Intro to Design (MS),I024,pnp_elec,FALSE,FALSE,FALSE,A+,50868 I024,50868,100,,,0,100,100
,"3D Design, Printing & Computing (MS-E)",i1899,project,FALSE,FALSE,FALSE,,50868 i1899,50868,,,,0,,
A,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A,50869 A100,50869,54,99,,0,95,100
A+,DE-English 9,B100,project,FALSE,FALSE,FALSE,A+,50869 B100,50869,100,97,,0,98,100
,DE-Math I Transcript Credit,C120,project,FALSE,FALSE,FALSE,N/A,50869 C120,50869,100,,,0,,100
A+,DE-Math II,C220,project,FALSE,FALSE,FALSE,A+,50869 C220,50869,100,100,100,0,100,100
A-,DE-Biology,D100,project,FALSE,FALSE,FALSE,A-,50869 D100,50869,50,94,,0,91,100
A-,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A-,50869 E100,50869,40,,,0,90,100
I,Holocaust History,G1055,a_f_elec,FALSE,TRUE,FALSE,I,50869 G1055,50869,100,100,,0,85,50
NP,Psychology Exploration - DE,I1103,pnp_elec,TRUE,TRUE,FALSE,I,50869 I1103,50869,0,93,,1,79,66
B-,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,B-,50872 A100,50872,9,84,,0,81,100
A-,DE-English 9,B100,project,FALSE,FALSE,FALSE,A-,50872 B100,50872,100,86,,0,90,100
I,DE-Math I,C120,project,TRUE,FALSE,TRUE,I,50872 C120,50872,0,,67,1,68,100
B,DE-Biology,D100,project,FALSE,FALSE,FALSE,B,50872 D100,50872,50,82,,0,83,100
I,DE-Spanish 1,E100,project,TRUE,FALSE,FALSE,I,50872 E100,50872,40,,,1,80,100
I,Exploring Music,F512,a_f_elec,FALSE,TRUE,FALSE,I,50872 F512,50872,0,78,,0,59,20
F,Entrepreneurship,G022,a_f_elec,TRUE,FALSE,TRUE,I,50872 G022,50872,100,63,,2,74,100
A-,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A-,50874 A100,50874,100,88,,0,92,100
A,DE-English 9,B100,project,FALSE,FALSE,FALSE,A,50874 B100,50874,100,93,,0,95,100
A,DE-Math I,C120,project,FALSE,FALSE,FALSE,A,50874 C120,50874,100,,93,0,96,100
A,DE-Biology,D100,project,FALSE,FALSE,FALSE,A,50874 D100,50874,100,94,,0,96,100
A,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A,50874 E100,50874,100,,,0,96,100
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,50874 G022,50874,100,100,,0,100,100
P,Game Programming - HS,I202,pnp_elec,FALSE,FALSE,FALSE,A+,50874 I202,50874,100,100,,0,100,100
B,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,B,50875 A100,50875,9,87,,0,83,100
A-,DE-English 9,B100,project,FALSE,FALSE,FALSE,A-,50875 B100,50875,100,85,,0,90,100
C,DE-Math I,C120,project,FALSE,FALSE,FALSE,C,50875 C120,50875,0,,77,0,74,100
I,DE-Biology,D100,project,TRUE,FALSE,FALSE,I,50875 D100,50875,25,78,,2,78,100
I,DE-Spanish 1,E100,project,FALSE,TRUE,FALSE,I,50875 E100,50875,20,,,0,75,72
F,Intermediate Visual Arts South Bay,F503,a_f_elec,TRUE,FALSE,FALSE,I,50875 F503,50875,100,86,,1,90,100
NP,Game Programming - HS,I202,pnp_elec,TRUE,TRUE,TRUE,I,50875 I202,50875,100,55,,1,54,50
A+,DE-Medieval History,A007,project,FALSE,FALSE,FALSE,A+,50876 A007,50876,71,100,,0,97,100
A,DE-English 7,B007,project,FALSE,FALSE,FALSE,A,50876 B007,50876,100,90,,0,93,100
A+,DE-Math 7,C007,project,FALSE,FALSE,FALSE,A+,50876 C007,50876,100,100,93,0,97,100
A+,DE-Integrated Science 7,D007,project,FALSE,FALSE,FALSE,A+,50876 D007,50876,100,96,,0,97,100
P,DE-Drama (MS),I007,pnp_elec,FALSE,FALSE,FALSE,A+,50876 I007,50876,100,,,0,100,100
,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,,50876 I023,50876,,,,0,,
I,DE-Modern World 1,A100,project,TRUE,TRUE,FALSE,I,50877 A100,50877,0,,,5,,0
I,DE-English 9,B100,project,FALSE,TRUE,FALSE,I,50877 B100,50877,0,83,,0,77,92
I,DE-Math I,C120,project,TRUE,TRUE,FALSE,I,50877 C120,50877,0,,79,2,68,77
I,DE-Biology,D100,project,TRUE,TRUE,FALSE,I,50877 D100,50877,0,76,,1,69,75
I,DE-Spanish 1,E100,project,TRUE,TRUE,FALSE,I,50877 E100,50877,0,,,1,69,90
P,Wilderness Perspectives,I108,pnp_elec,FALSE,FALSE,FALSE,B,50877 I108,50877,100,75,,0,83,100
A,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A,50878 A100,50878,100,93,,0,95,100
A+,DE-English 9,B100,project,FALSE,FALSE,FALSE,A+,50878 B100,50878,100,98,,0,99,100
,DE-Math I Transcript Credit,C120,project,FALSE,FALSE,FALSE,N/A,50878 C120,50878,100,,,0,,100
A+,DE-Math II,C220,project,FALSE,FALSE,FALSE,A+,50878 C220,50878,100,100,100,0,100,100
A+,DE-Biology,D100,project,FALSE,FALSE,FALSE,A+,50878 D100,50878,100,96,,0,97,100
A+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A+,50878 E100,50878,100,,,0,97,100
A,Sociology of Law,G102,a_f_elec,FALSE,FALSE,FALSE,A,50878 G102,50878,100,93,,0,95,100
A+,Holocaust History,G1055,a_f_elec,FALSE,FALSE,FALSE,A+,50878 G1055,50878,100,100,,0,100,100
A+,DE-Modern World 1,A100,project,FALSE,FALSE,FALSE,A+,50881 A100,50881,100,98,,0,99,100
A+,DE-English 9,B100,project,FALSE,FALSE,FALSE,A+,50881 B100,50881,100,97,,0,98,100
,DE-Math I Transcript Credit,C120,project,FALSE,FALSE,FALSE,N/A,50881 C120,50881,100,,,0,,100
A,DE-Math II,C220,project,FALSE,FALSE,FALSE,A,50881 C220,50881,100,82,100,0,95,100
A-,DE-Biology,D100,project,FALSE,FALSE,FALSE,A-,50881 D100,50881,75,89,,0,90,100
A+,DE-Spanish 1,E100,project,FALSE,FALSE,FALSE,A+,50881 E100,50881,100,,,0,97,100
A+,Entrepreneurship,G022,a_f_elec,FALSE,FALSE,FALSE,A+,50881 G022,50881,100,100,,0,100,100
P,Game Programming - HS,I202,pnp_elec,FALSE,FALSE,FALSE,A+,50881 I202,50881,100,100,,0,100,100
I,DE-English 7,B007,project,TRUE,TRUE,FALSE,I,50882 B007,50882,100,94,,1,93,88
I,DE-Math 7,C007,project,TRUE,FALSE,FALSE,I,50882 C007,50882,100,,91,3,95,100
I,DE-Integrated Science 7,D007,project,TRUE,FALSE,FALSE,I,50882 D007,50882,100,96,,1,97,100
P,DE-Intro to Design (MS),I023,pnp_elec,FALSE,FALSE,FALSE,A+,50882 I023,50882,100,,,0,100,100
