corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
C,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3840,120135 C220,120135,0,82,75,0,76,100
C+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3842,120135 C320,120135,28,86,73,0,79,100
A,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3823,120136 A300,120136,100,90,,0,93,100
A-,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3817,120136 B300,120136,100,85,,0,90,100
A+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3844,120136 C320,120136,100,100,96,0,98,100
B-,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3849,120136 D200,120136,100,74,,0,82,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3854,120136 E200,120136,100,,,0,99,100
B,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3823,120142 A300,120142,0,88,,0,83,100
C+,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3816,120142 B300,120142,25,78,,0,78,100
B+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3844,120142 C320,120142,14,89,98,0,88,100
C+,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3849,120142 D200,120142,0,82,,0,78,100
A-,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3852,120142 E100,120142,0,,,0,90,100
C-,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,3828,120143 A200,120143,0,73,,0,72,100
B-,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3818,120143 B200,120143,25,84,,0,82,100
C+,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3841,120143 C220,120143,0,84,78,0,77,100
B-,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3847,120143 D100,120143,0,84,,0,80,100
B,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3854,120143 E200,120143,16,,,0,85,100
A,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3827,120144 A200,120144,66,94,,0,93,100
A+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3818,120144 B200,120144,100,100,,0,100,100
A,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3841,120144 C220,120144,66,99,97,0,96,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3847,120144 D100,120144,100,97,,0,98,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3854,120144 E200,120144,100,,,0,100,100
A-,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3822,120146 A300,120146,25,97,,0,91,100
A,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3815,120146 B300,120146,75,94,,0,94,100
A,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3842,120146 C320,120146,57,96,94,0,93,100
B,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3851,120146 D200,120146,12,89,,0,84,100
A-,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3827,120147 A200,120147,26,98,,0,92,100
A+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3819,120147 B200,120147,100,95,,0,97,100
B+,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3840,120147 C220,120147,33,91,94,0,89,100
A,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3846,120147 D100,120147,60,95,,0,93,100
A-,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3855,120147 E200,120147,33,,,0,91,100
A-,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3844,120149 C320,120149,57,86,96,0,90,100
A,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3854,120149 E200,120149,16,,,0,93,100
I,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[X],I,3828,120150 A200,120150,0,54,,1,59,100
I,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,3819,120150 B200,120150,25,10,,3,25,75
C-,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,3841,120150 C220,120150,0,74,71,0,72,100
B-,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3845,120150 D100,120150,0,87,,0,82,100
C-,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,3852,120150 E100,120150,0,,,0,72,100
I,OL-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,3825,120155 A100,120155,0,89,,1,83,100
I,OL-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,3820,120155 B100,120155,0,82,,3,74,76
I,OL-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,3838,120155 C120,120155,0,,,7,,30
I,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,3846,120155 D100,120155,0,85,,4,81,100
C,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3828,120158 A200,120158,13,74,,0,74,100
C+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3819,120158 B200,120158,50,74,,0,77,100
B-,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3840,120158 C220,120158,0,81,90,0,81,100
B,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3848,120158 D100,120158,20,88,,0,84,100
B-,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3853,120158 E100,120158,0,,,0,80,100
A-,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3828,120160 A200,120160,100,89,,0,92,100
A,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3819,120160 B200,120160,100,92,,0,94,100
B-,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3841,120160 C220,120160,0,85,83,0,80,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3845,120160 D100,120160,100,100,,0,100,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3855,120160 E200,120160,100,,,0,99,100
B+,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3823,120162 A300,120162,62,86,,0,87,100
A,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3817,120162 B300,120162,75,95,,0,94,100
B+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3844,120162 C320,120162,57,86,87,0,87,100
C,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3849,120162 D200,120162,12,76,,0,75,100
A,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3854,120162 E200,120162,50,,,0,96,100
B+,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3827,120164 A200,120164,80,87,,0,89,100
A+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3819,120164 B200,120164,100,95,,0,97,100
A,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3840,120164 C220,120164,83,95,94,0,95,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3846,120164 D100,120164,100,98,,0,99,100
A,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3855,120164 E200,120164,100,,,0,96,100
B-,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3822,120166 A300,120166,12,86,,0,82,100
B-,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3815,120166 B300,120166,25,84,,0,82,100
B-,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3843,120166 C320,120166,28,84,79,0,80,100
C,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3850,120166 D200,120166,12,73,,0,73,100
A,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3852,120166 E100,120166,16,,,0,93,100
B,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3828,120168 A200,120168,66,81,,0,84,100
A+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3819,120168 B200,120168,100,97,,0,98,100
B,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3841,120168 C220,120168,16,82,98,0,86,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3845,120168 D100,120168,100,100,,0,100,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3855,120168 E200,120168,100,,,0,97,100
B+,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3822,120170 A300,120170,12,93,,0,87,100
B+,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3817,120170 B300,120170,100,83,,0,88,100
B+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3842,120170 C320,120170,42,83,93,0,87,100
C+,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3850,120170 D200,120170,25,77,,0,77,100
A-,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3855,120170 E200,120170,33,,,0,92,100
A+,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3827,120172 A200,120172,86,100,,0,99,100
A+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3819,120172 B200,120172,100,100,,0,100,100
A+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3844,120172 C320,120172,100,99,100,0,100,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3846,120172 D100,120172,100,100,,0,100,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3854,120172 E200,120172,100,,,0,100,100
B-,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3824,120175 A300,120175,0,84,,0,80,100
I,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,3817,120175 B300,120175,0,73,,2,72,100
B,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3844,120175 C320,120175,42,85,84,0,84,100
I,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,3850,120175 D200,120175,0,83,,2,79,100
B,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3854,120175 E200,120175,66,,,0,86,100
C+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3842,120179 C320,120179,0,73,86,0,77,100
B-,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3823,120180 A300,120180,50,81,,0,82,100
C+,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3815,120180 B300,120180,50,75,,0,78,100
C+,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3843,120180 C320,120180,14,78,82,0,78,100
I,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,3849,120180 D200,120180,37,64,,4,62,64
B,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3854,120180 E200,120180,66,,,0,85,100
C-,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,3828,120183 A200,120183,0,72,,0,71,100
C+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3819,120183 B200,120183,25,78,,0,78,100
C,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3841,120183 C220,120183,16,73,74,0,74,100
B-,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3845,120183 D100,120183,0,84,,0,80,100
A-,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3852,120183 E100,120183,100,,,0,92,100
I,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,3828,120184 A200,120184,6,77,,0,71,80
I,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,3819,120184 B200,120184,75,90,,0,88,87
I,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,3841,120184 C220,120184,0,85,86,2,79,90
A-,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3848,120184 D100,120184,60,92,,0,91,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3854,120184 E200,120184,100,,,0,100,100
A-,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3824,120185 A300,120185,87,90,,0,92,100
A,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3816,120185 B300,120185,75,93,,0,93,100
A,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3843,120185 C320,120185,71,97,94,0,94,100
B,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3850,120185 D200,120185,37,87,,0,85,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3855,120185 E200,120185,66,,,0,97,100
B,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3827,120186 A200,120186,6,88,,0,83,100
A,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3819,120186 B200,120186,100,94,,0,96,100
B+,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3840,120186 C220,120186,33,91,92,0,88,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3846,120186 D100,120186,80,100,,0,98,100
A+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3855,120186 E200,120186,100,,,0,97,100
C-,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,3828,120188 A200,120188,6,70,,0,71,100
B-,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3819,120188 B200,120188,25,81,,0,80,100
A-,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3841,120188 C220,120188,50,88,95,0,90,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3848,120188 D100,120188,100,95,,0,97,100
B,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3854,120188 E200,120188,16,,,0,83,100
C,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3828,120194 A200,120194,0,76,,0,74,100
B-,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3819,120194 B200,120194,25,82,,0,81,100
C+,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3841,120194 C220,120194,16,88,72,0,78,100
B+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3848,120194 D100,120194,40,90,,0,88,100
B+,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3854,120194 E200,120194,50,,,0,89,100
B,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3824,120195 A300,120195,12,89,,0,84,100
C+,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3816,120195 B300,120195,25,77,,0,77,100
B-,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3844,120195 C320,120195,42,81,81,0,82,100
C+,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3850,120195 D200,120195,0,82,,0,78,100
C+,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3853,120195 E100,120195,0,,,0,78,100
C-,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,3828,120196 A200,120196,0,72,,0,71,100
B+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,3818,120196 B200,120196,25,92,,0,88,100
B-,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,3841,120196 C220,120196,0,90,79,0,80,100
A,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3847,120196 D100,120196,80,94,,0,94,100
A-,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3854,120196 E200,120196,100,,,0,90,100
A+,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3827,120200 A200,120200,100,99,,0,99,100
A+,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3818,120200 B200,120200,100,96,,0,97,100
A,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3841,120200 C220,120200,83,97,95,0,96,100
A+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3845,120200 D100,120200,100,100,,0,100,100
A+,OL-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,3856,120200 E300,120200,100,,,0,100,100
C,OL-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3827,120201 A200,120201,6,73,,0,73,100
I,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[X],I,3818,120201 B200,120201,100,45,,2,62,100
C+,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3840,120201 C220,120201,66,78,72,0,79,100
B,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3847,120201 D100,120201,40,88,,0,86,100
A-,AP Spanish Language,E400,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,3863,120201 E400,120201,16,,,0,92,100
B,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3822,120203 A300,120203,0,91,,0,85,100
B,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3817,120203 B300,120203,25,86,,0,83,100
B,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3842,120203 C320,120203,42,81,84,0,83,100
C,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3850,120203 D200,120203,0,76,,0,74,100
A,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,3855,120203 E200,120203,100,,,0,96,100
I,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,3824,120205 A300,120205,0,65,,2,62,78
I,OL-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,3817,120205 B300,120205,0,72,,0,69,87
C,OL-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3844,120205 C320,120205,14,76,73,0,74,100
I,OL-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,3849,120205 D200,120205,0,70,,6,60,50
C,OL-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3854,120205 E200,120205,16,,,0,73,100
C,OL-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,3822,120207 A300,120207,0,75,,0,74,100
I,OL-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,3818,120207 B200,120207,25,,,4,,50
I,OL-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[X],I,3841,120207 C220,120207,0,90,62,2,73,100
C+,OL-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,3847,120207 D100,120207,0,82,,0,78,100
B,OL-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,3852,120207 E100,120207,0,,,0,84,100
I,OL-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[X],I,3825,120208 A100,120208,0,34,,1,45,100
