corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
B-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5282,110185 E200,110185,14,,,0,82,100
C,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5360,110186 A200,110186,6,76,,0,75,100
C+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5314,110186 B200,110186,33,77,,0,78,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5313,110186 C220,110186,0,73,78,0,74,100
C+,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5354,110186 D300,110186,0,81,,0,78,100
C,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5265,110186 E100,110186,0,,,0,74,100
B-,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5360,110191 A200,110191,6,85,,0,81,100
B-,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5314,110191 B200,110191,66,78,,0,82,100
B,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5243,110191 C220,110191,16,90,92,0,86,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5354,110191 D300,110191,0,92,,0,85,100
B-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5323,110191 E200,110191,28,,,0,82,100
I,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5348,110192 A200,110192,0,84,,0,77,86
C+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5356,110192 B200,110192,0,81,,0,78,100
I,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,5299,110192 C220,110192,0,,69,2,48,30
I,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5281,110192 D300,110192,0,82,,3,62,22
I,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5232,110192 E100,110192,0,,,5,78,100
C,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5235,110193 A200,110193,13,72,,0,73,100
B+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5304,110193 B200,110193,100,82,,0,87,100
C-,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,5313,110193 C220,110193,0,70,70,0,70,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5344,110193 D300,110193,12,87,,0,83,100
C,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5232,110193 E100,110193,16,,,0,75,100
B,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5235,110196 A200,110196,26,85,,0,83,100
B+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5314,110196 B200,110196,100,83,,0,88,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5313,110196 C220,110196,0,73,77,0,74,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5344,110196 D300,110196,12,89,,0,84,100
C,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5268,110196 E200,110196,0,,,0,73,100
A,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5266,110198 A200,110198,60,95,,0,93,100
A+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5259,110198 B200,110198,100,98,,0,99,100
A,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5353,110198 C220,110198,100,100,90,0,96,100
A,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5272,110198 D300,110198,75,94,,0,94,100
A-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5282,110198 E200,110198,100,,,0,92,100
C,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5360,110200 A200,110200,0,78,,0,76,100
C,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5356,110200 B200,110200,0,78,,0,76,100
C+,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5353,110200 C220,110200,0,78,83,0,78,100
I,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5272,110200 D300,110200,0,88,,0,80,88
I,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5265,110200 E100,110200,0,,,0,72,83
B-,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5230,110202 A300,110202,60,76,,0,80,100
B,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5090,110202 B300,110202,100,76,,0,83,100
A-,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5261,110202 C320,110202,63,,93,0,92,100
B,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5237,110202 D200,110202,87,82,,0,86,100
B-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5282,110202 E200,110202,42,,,0,81,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5248,110202 I1045,110202,100,93,,0,95,100
I,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5264,110205 A300,110205,0,73,,4,70,89
I,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[X],I,5089,110205 B300,110205,25,59,,2,61,81
I,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5327,110205 C320,110205,9,,83,0,74,72
I,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5257,110205 D200,110205,0,70,,3,63,64
I,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5265,110205 E100,110205,0,,,0,64,66
NP,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,5335,110205 I1045,110205,100,,,3,,100
A+,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5360,110207 A200,110207,100,99,,0,99,100
A+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5304,110207 B200,110207,100,95,,0,97,100
A,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5243,110207 C220,110207,66,95,94,0,93,100
A,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5354,110207 D300,110207,75,96,,0,95,100
A,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5323,110207 E200,110207,100,,,0,94,100
A,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5348,110208 A200,110208,93,91,,0,93,100
A,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5356,110208 B200,110208,100,92,,0,94,100
A-,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5299,110208 C220,110208,100,90,88,0,92,100
A,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5281,110208 D300,110208,87,92,,0,93,100
A-,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5355,110208 E300,110208,77,,,0,90,100
A+,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5348,110209 A200,110209,93,99,,0,99,100
A+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5304,110209 B200,110209,100,100,,0,100,100
A+,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5313,110209 C220,110209,100,95,97,0,97,100
A+,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5344,110209 D300,110209,87,100,,0,99,100
B-,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5360,110210 A200,110210,6,84,,0,80,100
B,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5356,110210 B200,110210,100,80,,0,86,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5243,110210 C220,110210,0,73,75,0,73,100
I,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5272,110210 D300,110210,0,84,,2,77,88
C,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5268,110210 E200,110210,0,,,0,74,100
B,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5266,110213 A200,110213,13,89,,0,85,100
B+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5314,110213 B200,110213,33,90,,0,87,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5353,110213 C220,110213,0,75,78,0,75,100
B+,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5344,110213 D300,110213,0,94,,0,87,100
B+,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5343,110214 A300,110214,100,83,,0,88,100
A,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5090,110214 B300,110214,100,90,,0,93,100
A,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5327,110214 C320,110214,90,,92,0,94,100
A,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5331,110214 D200,110214,100,93,,0,95,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5283,110214 I1045,110214,100,84,,0,89,100
A-,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5360,110216 A200,110216,93,86,,0,90,100
A,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5314,110216 B200,110216,100,92,,0,94,100
B,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5353,110216 C220,110216,50,90,82,0,85,100
A-,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5281,110216 D300,110216,87,89,,0,91,100
B-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5323,110216 E200,110216,42,,,0,82,100
B-,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5266,110217 A200,110217,33,82,,0,81,100
A-,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5304,110217 B200,110217,100,86,,0,90,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5243,110217 C220,110217,16,80,72,0,75,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5344,110217 D300,110217,25,88,,0,85,100
B+,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5350,110217 E100,110217,100,,,0,87,100
B,SI-AP US History,A300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5252,110218 A300,110218,73,84,,0,86,100
B,SI-AP English Language,B300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5092,110218 B300,110218,100,79,,0,85,100
B,SI-Math III,C320,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5261,110218 C320,110218,54,,81,0,83,100
B,SI-Chemistry,D200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5237,110218 D200,110218,100,79,,0,85,100
B,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5355,110218 E300,110218,77,,,0,84,100
P,College Readiness- WA,I1045,6/20/2018 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5248,110218 I1045,110218,100,79,,0,85,100
A-,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5360,110220 A200,110220,66,93,,0,92,100
A+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5259,110220 B200,110220,100,97,,0,98,100
A-,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5313,110220 C220,110220,66,93,89,0,91,100
A-,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5354,110220 D300,110220,50,92,,0,90,100
A+,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5355,110220 E300,110220,77,,,0,98,100
B,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5266,110221 A200,110221,40,85,,0,84,100
B,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5304,110221 B200,110221,66,82,,0,84,100
B,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5299,110221 C220,110221,16,85,92,0,85,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5272,110221 D300,110221,12,90,,0,85,100
B-,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5247,110221 E300,110221,55,,,0,80,100
B,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5348,110224 A200,110224,13,88,,0,84,100
B,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5356,110224 B200,110224,66,81,,0,84,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5243,110224 C220,110224,0,85,71,0,75,100
B-,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5344,110224 D300,110224,0,84,,0,80,100
C,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5268,110224 E200,110224,0,,,0,73,100
C,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5360,110225 A200,110225,6,78,,0,76,100
B+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5314,110225 B200,110225,100,84,,0,89,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5313,110225 C220,110225,0,75,78,0,75,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5354,110225 D300,110225,0,88,,0,83,100
B,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5265,110225 E100,110225,0,,,0,83,100
A,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5266,110226 A200,110226,93,94,,0,95,100
A-,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5304,110226 B200,110226,33,97,,0,92,100
B+,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5243,110226 C220,110226,16,90,93,0,87,100
A-,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5272,110226 D300,110226,25,97,,0,91,100
B+,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5232,110226 E100,110226,66,,,0,87,100
A+,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5348,110227 A200,110227,100,100,,0,100,100
A+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5356,110227 B200,110227,100,100,,0,100,100
A-,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5353,110227 C220,110227,33,100,96,0,92,100
A+,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5281,110227 D300,110227,75,100,,0,98,100
A,SI-Spanish 3,E300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5355,110227 E300,110227,100,,,0,94,100
A,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5266,110231 A200,110231,53,96,,0,93,100
A+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5304,110231 B200,110231,100,99,,0,99,100
B,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5299,110231 C220,110231,0,93,90,0,85,100
A,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5281,110231 D300,110231,25,100,,0,93,100
B,SI-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5350,110231 E100,110231,16,,,0,85,100
B,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5348,110232 A200,110232,73,80,,0,84,100
B-,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5259,110232 B200,110232,100,73,,0,81,100
I,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,5313,110232 C220,110232,0,78,70,0,68,80
B-,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5344,110232 D300,110232,25,83,,0,81,100
I,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5282,110232 E200,110232,0,,,1,49,9
B-,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5360,110233 A200,110233,0,85,,0,81,100
B,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5259,110233 B200,110233,33,87,,0,85,100
C+,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5353,110233 C220,110233,0,85,78,0,78,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5272,110233 D300,110233,0,89,,0,83,100
B-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5323,110233 E200,110233,0,,,0,81,100
C+,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5266,110234 A200,110234,0,83,,0,79,100
C+,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5259,110234 B200,110234,0,81,,0,78,100
C+,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5353,110234 C220,110234,0,90,78,0,79,100
B,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5344,110234 D300,110234,0,88,,0,83,100
C-,SI-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,5282,110234 E200,110234,0,,,0,72,100
C+,SI-Modern World 2,A200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5266,110235 A200,110235,0,83,,0,79,100
C,SI-English 10,B200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5259,110235 B200,110235,0,74,,0,73,100
C,SI-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5299,110235 C220,110235,0,73,77,0,74,100
C+,SI-Physics,D300,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5272,110235 D300,110235,0,83,,0,79,100
